Operator name,cluster,Sub-cluster,line,Because,alternative,Signage,Station arrangements,Station number,Station name,Activity at the station,Name of first download station,Distance from previous station,Distance from departure station,Travel time from departure station,Long,Lat,City,Street,No. Home
Superbus,The valleys,Yokneam,181,1,0,181,52,53447,The oaks / orchids,Download Only,-,262,30389,52.06666565,35.101491,32.651083,Yokneam Illith,The oaks,-
Superbus,The valleys,Yokneam,181,1,0,181,53,53446,Hall of Culture / Oak,Download Only,-,249,30638,53.08333206,35.10324,32.652667,Yokneam Illith,The oaks,9
Superbus,The valleys,Yokneam,181,1,0,181,54,59597,Downtown / ORT High School,Download Only,-,281,30919,54.23333359,35.104705,32.654495,Yokneam Illith,Hayovel Boulevard,-
Superbus,The valleys,Yokneam,181,1,0,181,55,52259,The Heroes / The Method,Download Only,-,177,31096,55.08333206,35.105776,32.655449,Yokneam Illith,The heroes,2
Superbus,The valleys,Yokneam,181,1,0,181,56,59612,Heroes / Nails Square,Download Only,-,507,31603,56.16666794,35.10885,32.658494,Yokneam Illith,The nails,-
Superbus,The valleys,Yokneam,181,1,0,181,57,52261,Raises the cyclamen / nails,Download Only,-,645,32248,58.83333206,35.112102,32.653543,Yokneam,Raises the cyclamen,-
Superbus,The valleys,Yokneam,181,1,0,181,58,52267,The threshing floor,Download Only,-,1067,33315,63.11666489,35.117842,32.647242,Yokneam,The threshing floor,-
Superbus,The valleys,Yokneam,181,1,0,181,59,52266,Through the Valley / Path of the Watchers,Download Only,-,421,33736,64.16666412,35.118122,32.650213,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,1,0,181,60,52263,Derech HaEmek / Nahal Keret,Download Only,-,407,34143,65.1333313,35.116946,32.653621,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,1,0,181,61,52727,Through the valley / Ma'ale HaBanim,Download Only,-,699,34842,66.65000153,35.114644,32.659379,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,1,0,181,62,59614,'Through the Valley a,Download Only,-,306,35148,67.31666565,35.112921,32.661715,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,1,0,181,63,59616,Derech HaEmek / Mishul HaTel,Download Only,-,307,35455,67.93333435,35.111405,32.664114,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,2,0,181,1,51529,Derech HaEmek / Yokneam Junction,Collect only,Derech HaEmek / Mishul HaTel,0,0,0,35.109316,32.666627,Yokneam Illith,through the valley,-
Superbus,The valleys,Yokneam,181,2,0,181,2,59615,Derech HaEmek / Mishul HaTel,Collect and download,Derech HaEmek / Nahal Keret,476,476,1.100000024,35.111962,32.663121,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,2,0,181,3,51530,Derech HaEmek / Nahal Keret,Collect and download,Derech HaEmek / Agra,944,1420,3.216666698,35.116346,32.655584,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,2,0,181,4,59607,Derech HaEmek / Agra,Collect and download,Through the Valley / Path of the Watchers,437,1857,4.166666508,35.11749,32.651941,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,2,0,181,5,52264,Through the Valley / Path of the Watchers,Collect and download,The valley / threshing floor,203,2060,4.616666794,35.118129,32.650194,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,2,0,181,6,59606,The valley / threshing floor,Collect and download,Agra / up the hill,420,2480,6.150000095,35.117737,32.647365,Yokneam,The valley,-
Superbus,The valleys,Yokneam,181,2,0,181,7,59678,Agra / up the hill,Collect and download,Raises the cyclamen / nails,601,3081,8.183333397,35.115032,32.652211,Yokneam,Up the hill,-
Superbus,The valleys,Yokneam,181,2,0,181,8,52262,Raises the cyclamen / nails,Collect and download,The nails / bulbs,440,3521,9.883333206,35.112132,32.653492,Yokneam,Raises the cyclamen,-
Superbus,The valleys,Yokneam,181,2,0,181,9,59611,The nails / bulbs,Collect and download,Heroes' Square / Jasmine,600,4121,12.26666641,35.109145,32.658098,Yokneam Illith,The nails,-
Superbus,The valleys,Yokneam,181,2,0,181,10,52632,Heroes' Square / Jasmine,Collect and download,Jasmine / Roses,190,4311,12.91666698,35.109436,32.659015,Yokneam Illith,Jasmine,4
Superbus,The valleys,Yokneam,181,2,0,181,11,53331,Jasmine / Roses,Collect and download,Jasmine / Anemones,310,4621,13.60000038,35.111433,32.657056,Yokneam Illith,Jasmine,22
Superbus,The valleys,Yokneam,181,2,0,181,12,52633,Jasmine / Anemones,Collect and download,The jasmine / daffodils,238,4859,14.11666679,35.112866,32.656212,Yokneam Illith,Jasmine,44
Superbus,The valleys,Yokneam,181,2,0,181,13,52634,The jasmine / daffodils,Collect and download,Oranim / Lilach School,306,5165,14.78333378,35.111698,32.658611,Yokneam Illith,Jasmine,53
Superbus,The valleys,Yokneam,181,2,0,181,14,52635,Oranim / Lilach School,Collect and download,The daisy / lilac,120,5285,15.05000019,35.111056,32.659527,Yokneam Illith,lilac,6
Superbus,The valleys,Yokneam,181,2,0,181,15,53330,The daisy / lilac,Collect and download,The daisy / goddess,114,5399,15.26666641,35.110394,32.660364,Yokneam Illith,The daisy,18
Superbus,The valleys,Yokneam,181,2,0,181,16,52628,The daisy / goddess,Collect and download,The daisy / violet,118,5517,15.51666641,35.109955,32.661356,Yokneam Illith,The daisy,24
Superbus,The valleys,Yokneam,181,2,0,181,17,53016,The daisy / violet,Collect and download,The chrysanthemum / goddess,148,5665,15.89999962,35.108777,32.661815,Yokneam Illith,The daisy,38
Superbus,The valleys,Yokneam,181,2,0,181,18,52629,The chrysanthemum / goddess,Collect and download,Heroes' Square,212,5877,16.33333397,35.108203,32.660321,Yokneam Illith,The chrysanthemum,44
Superbus,The valleys,Yokneam,181,2,0,181,19,59610,Heroes' Square,Collect and download,Downtown / ORT High School,237,6114,16.85000038,35.108168,32.658638,Yokneam Illith,The heroes,21
Superbus,The valleys,Yokneam,181,2,0,181,20,54223,Downtown / ORT High School,Collect and download,Tselim / HaShikma,612,6726,18.70000076,35.104774,32.654568,Yokneam Illith,Hayovel Boulevard,-
Superbus,The valleys,Yokneam,181,2,0,181,21,52631,Tselim / HaShikma,Collect and download,The Tselim / Pines,294,7020,19.39999962,35.102564,32.653133,Yokneam Illith,The Tselim,9
Superbus,The valleys,Yokneam,181,2,0,181,22,53430,The Tselim / Pines,Collect and download,The prairie / cedars,390,7410,20.25,35.098781,32.651881,Yokneam Illith,The Tselim,35
Superbus,The valleys,Yokneam,181,2,0,181,23,53338,The prairie / cedars,Collect and download,The prairie / cedars,291,7701,21.11666679,35.096135,32.650849,Yokneam Illith,The prairie,12
Superbus,The valleys,Yokneam,181,2,0,181,24,53283,The prairie / cedars,Collect and download,Arava / Rotem,216,7917,21.98333359,35.094213,32.649771,Yokneam Illith,The prairie,28
Superbus,The valleys,Yokneam,181,2,0,181,25,53284,Arava / Rotem,Collect and download,Arava / Rotem,111,8028,22.41666603,35.093235,32.649211,Yokneam Illith,The prairie,28
Superbus,The valleys,Yokneam,181,2,0,181,26,59594,Arava / Rotem,Collect and download,Arava / Eshel,146,8174,23,35.091826,32.648727,Yokneam Illith,The prairie,61
Superbus,The valleys,Yokneam,181,2,0,181,27,53646,Arava / Eshel,Collect and download,Arava / Nofar,250,8424,24,35.089379,32.648127,Yokneam Illith,The prairie,73
Superbus,The valleys,Yokneam,181,2,0,181,28,59592,Arava / Nofar,Collect and download,The Tselim / Arava,208,8632,24.83333397,35.089532,32.646374,Yokneam Illith,The prairie,87
Superbus,The valleys,Yokneam,181,2,0,181,29,59591,The Tselim / Arava,Collect and download,Tselim / Rabin,151,8783,25.36666679,35.089936,32.645152,Yokneam Illith,The Tselim,70
Superbus,The valleys,Yokneam,181,2,0,181,30,53431,Tselim / Rabin,Collect and download,Commercial Center / Yitzhak Rabin Boulevard,199,8982,25.79999924,35.090735,32.643531,Yokneam Illith,The Tselim,-
Superbus,The valleys,Yokneam,181,2,0,181,31,53437,Commercial Center / Yitzhak Rabin Boulevard,Collect and download,Peace Valley / Gilad,260,9242,26.38333321,35.09225,32.643795,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,181,2,0,181,32,57907,Peace Valley / Gilad,Collect and download,Peace Valley / Tabor,486,9728,27.43333244,35.096849,32.643176,Yokneam Illith,Peace Valley,48
Superbus,The valleys,Yokneam,181,2,0,181,33,53613,Peace Valley / Tabor,Collect and download,HaTavor / HaBashan,263,9991,27.91666603,35.098917,32.644723,Yokneam Illith,Peace Valley,84
Superbus,The valleys,Yokneam,181,2,0,181,34,57905,HaTavor / HaBashan,Collect and download,The Tabor / Sinai,253,10244,28.56666756,35.098144,32.646035,Yokneam Illith,The Tabor,20
Superbus,The valleys,Yokneam,181,2,0,181,35,57906,The Tabor / Sinai,Collect and download,Municipal / Country Library,295,10539,29.20000076,35.09559,32.644962,Yokneam Illith,The Tabor,43
Superbus,The valleys,Yokneam,181,2,0,181,36,53444,Municipal / Country Library,Collect and download,Tennis / Oak Center,633,11172,30.86666679,35.091787,32.645815,Yokneam Illith,The oaks,76
Superbus,The valleys,Yokneam,181,2,0,181,37,53333,Tennis / Oak Center,Collect and download,Cedar / Oak School,265,11437,31.88333321,35.093494,32.647355,Yokneam Illith,The oaks,37
Superbus,The valleys,Yokneam,181,2,0,181,38,53334,Cedar / Oak School,Collect and download,The oaks / dudas,261,11698,33.01666641,35.09587,32.648535,Yokneam Illith,The oaks,31
Superbus,The valleys,Yokneam,181,2,0,181,39,53335,The oaks / dudas,Collect and download,The oaks / orchids,361,12059,34.36666489,35.098816,32.650438,Yokneam Illith,The oaks,30
Superbus,The valleys,Yokneam,181,2,0,181,40,53447,The oaks / orchids,Collect and download,Hall of Culture / Oak,261,12320,35.41666794,35.101491,32.651083,Yokneam Illith,The oaks,-
Superbus,The valleys,Yokneam,181,2,0,181,41,53446,Hall of Culture / Oak,Collect and download,Downtown / ORT High School,249,12569,36.43333435,35.10324,32.652667,Yokneam Illith,The oaks,9
Superbus,The valleys,Yokneam,181,2,0,181,42,59597,Downtown / ORT High School,Collect and download,The Date / Heroes,282,12851,37.58333206,35.104705,32.654495,Yokneam Illith,Hayovel Boulevard,-
Superbus,The valleys,Yokneam,181,2,0,181,43,52626,The Date / Heroes,Collect and download,The date / bell,192,13043,38.46666718,35.105541,32.65588,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,181,2,0,181,44,52258,The date / bell,Collect and download,Yokneam Illit Junction,376,13419,39.29999924,35.106778,32.658907,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,181,2,0,181,45,52256,Yokneam Illit Junction,Collect and download,Yokneam Moshava Junction,393,13812,40.63333511,35.105354,32.661879,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,181,2,0,181,46,55521,Yokneam Moshava Junction,Collect and download,Hatishbi Junction,733,14545,41.45000076,35.108573,32.667845,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,181,2,0,181,47,52373,Hatishbi Junction,Collect and download,The Valleys Interchange / Elroy,582,15127,42.13333511,35.107914,32.672983,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,181,2,0,181,48,43269,The Valleys Interchange / Elroy,Collect and download,The Valleys Interchange / Jalama,6207,21334,46.68333435,35.101519,32.723457,Zebulun,75,-
Superbus,The valleys,Yokneam,181,2,0,181,49,43265,The Valleys Interchange / Jalama,Collect and download,Yagur / Kfar Hasidim,332,21666,46.95000076,35.098344,32.724503,Zebulun,75,-
Superbus,The valleys,Yokneam,181,2,0,181,50,40320,Yagur / Kfar Hasidim,Collect and download,Yagur Interchange,3130,24796,49.04999924,35.078818,32.746748,Zebulun,70/75,-
Superbus,The valleys,Yokneam,181,2,0,181,51,43094,Yagur Interchange,Collect and download,Carmel Zevulun School,1270,26066,50.59999847,35.069797,32.752509,Zebulun,752,-
Superbus,The valleys,Yokneam,181,2,0,181,52,47721,Carmel Zevulun School,Collect and download,Nesher Sports Center,1166,27232,52.70000076,35.067968,32.74994,Zebulun,7521,-
Superbus,The valleys,Yokneam,181,2,0,181,53,46955,Nesher Sports Center,Collect and download,Eagle Stadium,2440,29672,55.98333359,35.057342,32.760265,Nesher,752,-
Superbus,The valleys,Yokneam,181,2,0,181,54,40345,Eagle Stadium,Collect and download,Derech Moshe / Hashalom,763,30435,56.45000076,35.052706,32.765907,Nesher,Through Bar Yehuda,-
Superbus,The valleys,Yokneam,181,2,0,181,55,43072,Derech Moshe / Hashalom,Collect and download,Derech Hashalom / Tel Hanan Center,405,30840,57.21666718,35.050333,32.768089,Nesher,Through Moses,-
Superbus,The valleys,Yokneam,181,2,0,181,56,43038,Derech Hashalom / Tel Hanan Center,Collect and download,Through Bar Yehuda / The Creation,414,31254,58.38333511,35.047221,32.770237,Nesher,HaShalom road,11
Superbus,The valleys,Yokneam,181,2,0,181,57,43013,Through Bar Yehuda / The Creation,Collect and download,Bar Yehuda / Yeshurun,487,31741,59.63333511,35.044884,32.773404,Nesher,Through Bar Yehuda,2
Superbus,The valleys,Yokneam,181,2,0,181,58,42987,Bar Yehuda / Yeshurun,Collect and download,Bar Yehuda / The Locksmith,204,31945,59.78333282,35.043237,32.774598,Nesher,Through Bar Yehuda,-
Superbus,The valleys,Yokneam,181,2,0,181,59,43071,Bar Yehuda / The Locksmith,Collect and download,Bar Yehuda / Steel,441,32386,60.96666718,35.03975,32.777272,Nesher,Through Bar Yehuda,-
Superbus,The valleys,Yokneam,181,2,0,181,60,43068,Bar Yehuda / Steel,Collect and download,Bar Yehuda / The Marble,325,32711,61.91666794,35.037187,32.779245,Nesher,Through Bar Yehuda,143
Superbus,The valleys,Yokneam,181,2,0,181,61,40352,Bar Yehuda / The Marble,Collect and download,Derech Israel Bar Yehuda,411,33122,62.68333435,35.033914,32.781717,Nesher,Through Bar Yehuda,139
Superbus,The valleys,Yokneam,181,2,0,181,62,41471,Derech Israel Bar Yehuda,Collect and download,Check Post,435,33557,63.09999847,35.031291,32.78445,Haifa,Derech Israel Bar Yehuda,-
Superbus,The valleys,Yokneam,181,2,0,181,63,41525,Check Post,Collect and download,The Histadrut / Krayot Junction,459,34016,64.16666412,35.028313,32.788197,Haifa,Derech Israel Bar Yehuda,-
Superbus,The valleys,Yokneam,181,2,0,181,64,41532,The Histadrut / Krayot Junction,Collect and download,A. Central Bay,294,34310,64.96666718,35.030282,32.789432,Haifa,Histadrut Boulevard,-
Superbus,The valleys,Yokneam,181,2,0,181,65,43205,A. Central Bay,Download Only,-,686,34996,67.46666718,35.034601,32.792612,Haifa, ,-
Superbus,The valleys,Yokneam,181,2,2,181,1,51529,Derech HaEmek / Yokneam Junction,Collect only,Derech HaEmek / Mishul HaTel,0,0,0,35.109316,32.666627,Yokneam Illith,through the valley,-
Superbus,The valleys,Yokneam,181,2,2,181,2,59615,Derech HaEmek / Mishul HaTel,Collect and download,Derech HaEmek / Nahal Keret,476,476,1.100000024,35.111962,32.663121,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,2,2,181,3,51530,Derech HaEmek / Nahal Keret,Collect and download,Derech HaEmek / Agra,944,1420,3.216666698,35.116346,32.655584,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,2,2,181,4,59607,Derech HaEmek / Agra,Collect and download,Through the Valley / Path of the Watchers,437,1857,4.166666508,35.11749,32.651941,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,2,2,181,5,52264,Through the Valley / Path of the Watchers,Collect and download,The valley / threshing floor,203,2060,4.616666794,35.118129,32.650194,Yokneam,through the valley,-
Superbus,The valleys,Yokneam,181,2,2,181,6,59606,The valley / threshing floor,Collect and download,Agra / up the hill,420,2480,6.150000095,35.117737,32.647365,Yokneam,The valley,-
Superbus,The valleys,Yokneam,181,2,2,181,7,59678,Agra / up the hill,Collect and download,Raises the cyclamen / nails,601,3081,8.183333397,35.115032,32.652211,Yokneam,Up the hill,-
Superbus,The valleys,Yokneam,181,2,2,181,8,52262,Raises the cyclamen / nails,Collect and download,The nails / bulbs,440,3521,9.883333206,35.112132,32.653492,Yokneam,Raises the cyclamen,-
Superbus,The valleys,Yokneam,181,2,2,181,9,59611,The nails / bulbs,Collect and download,Heroes' Square,600,4121,12.26666641,35.109145,32.658098,Yokneam Illith,The nails,-
Superbus,The valleys,Yokneam,181,2,2,181,10,59610,Heroes' Square,Collect and download,Downtown / ORT High School,237,4358,13.01666641,35.108168,32.658638,Yokneam Illith,The heroes,21
Superbus,The valleys,Yokneam,181,2,2,181,11,54223,Downtown / ORT High School,Collect and download,Tselim / HaShikma,613,4971,14.86666679,35.104774,32.654568,Yokneam Illith,Hayovel Boulevard,-
Superbus,The valleys,Yokneam,181,2,2,181,12,52631,Tselim / HaShikma,Collect and download,The Tselim / Pines,293,5264,15.5666666,35.102564,32.653133,Yokneam Illith,The Tselim,9
Superbus,The valleys,Yokneam,181,2,2,181,13,53430,The Tselim / Pines,Collect and download,The prairie / cedars,390,5654,16.41666603,35.098781,32.651881,Yokneam Illith,The Tselim,35
Superbus,The valleys,Yokneam,181,2,2,181,14,53338,The prairie / cedars,Collect and download,The prairie / cedars,291,5945,17.28333282,35.096135,32.650849,Yokneam Illith,The prairie,12
Superbus,The valleys,Yokneam,181,2,2,181,15,53283,The prairie / cedars,Collect and download,Arava / Rotem,216,6161,18.14999962,35.094213,32.649771,Yokneam Illith,The prairie,28
Superbus,The valleys,Yokneam,181,2,2,181,16,53284,Arava / Rotem,Collect and download,Arava / Rotem,111,6272,18.60000038,35.093235,32.649211,Yokneam Illith,The prairie,28
Superbus,The valleys,Yokneam,181,2,2,181,17,59594,Arava / Rotem,Collect and download,Arava / Eshel,146,6418,19.16666603,35.091826,32.648727,Yokneam Illith,The prairie,61
Superbus,The valleys,Yokneam,181,2,2,181,18,53646,Arava / Eshel,Collect and download,Arava / Nofar,250,6668,20.18333244,35.089379,32.648127,Yokneam Illith,The prairie,73
Superbus,The valleys,Yokneam,181,2,2,181,19,59592,Arava / Nofar,Collect and download,The Tselim / Arava,208,6876,21,35.089532,32.646374,Yokneam Illith,The prairie,87
Superbus,The valleys,Yokneam,181,2,2,181,20,59591,The Tselim / Arava,Collect and download,Tselim / Rabin,152,7028,21.54999924,35.089936,32.645152,Yokneam Illith,The Tselim,70
Superbus,The valleys,Yokneam,181,2,2,181,21,53431,Tselim / Rabin,Collect and download,Commercial Center / Yitzhak Rabin Boulevard,198,7226,21.98333359,35.090735,32.643531,Yokneam Illith,The Tselim,-
Superbus,The valleys,Yokneam,181,2,2,181,22,53437,Commercial Center / Yitzhak Rabin Boulevard,Collect and download,Peace Valley / Gilad,260,7486,22.54999924,35.09225,32.643795,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,181,2,2,181,23,57907,Peace Valley / Gilad,Collect and download,Peace Valley / Tabor,486,7972,23.60000038,35.096849,32.643176,Yokneam Illith,Peace Valley,48
Superbus,The valleys,Yokneam,181,2,2,181,24,53613,Peace Valley / Tabor,Collect and download,HaTavor / HaBashan,263,8235,24.08333397,35.098917,32.644723,Yokneam Illith,Peace Valley,84
Superbus,The valleys,Yokneam,181,2,2,181,25,57905,HaTavor / HaBashan,Collect and download,The Tabor / Sinai,253,8488,24.73333359,35.098144,32.646035,Yokneam Illith,The Tabor,20
Superbus,The valleys,Yokneam,181,2,2,181,26,57906,The Tabor / Sinai,Collect and download,Municipal / Country Library,295,8783,25.36666679,35.09559,32.644962,Yokneam Illith,The Tabor,43
Superbus,The valleys,Yokneam,181,2,2,181,27,53444,Municipal / Country Library,Collect and download,Tennis / Oak Center,633,9416,27.03333282,35.091787,32.645815,Yokneam Illith,The oaks,76
Superbus,The valleys,Yokneam,181,2,2,181,28,53333,Tennis / Oak Center,Collect and download,Cedar / Oak School,265,9681,28.04999924,35.093494,32.647355,Yokneam Illith,The oaks,37
